player_id,short_name,long_name,age,dob,height_cm,weight_kg,fifa_version,fifa_update,update_as_of,player_positions,overall,potential,value_eur,club_name,league_name,nationality_name,preferred_foot,skill_moves,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_agility,power_shot_power,power_long_shots,mentality_positioning,mentality_vision,defending_marking_awareness,defending_standing_tackle,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
220651,a.angelino,Angeliño,27,1/4/1997,175,68,24,2,9/22/2023,LB,79,80,8000000,Roma,Italian Serie A,Spain,Left,4,71,81,83,74,68,87,70,63,79,83,79,81,85,85,80,80,77,77,78,74,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
220697,j.maddison,James Maddison,27,11/23/1996,175,72,24,2,9/22/2023,CAM,84,85,70000000,Tottenham Hotspur,English Premier League,England,Right,4,81,86,86,54,63,83,80,35,87,86,87,88,78,84,86,85,84,88,44,65,12,11,75+3,75+3,75+3,81,81,81,81,81,83+3,83+3,83+3,81+3,80+3,80+3,80+3,81+3,69+3,68+3,68+3,68+3,69+3,64+3,56+3,56+3,56+3,64+3,21+3
220714,p.billing,Philip Billing,27,6/11/1996,192,79,24,2,9/22/2023,CM,77,78,22000000,Bournemouth,English Premier League,Denmark,Left,3,78,73,78,71,81,62,78,77,74,78,74,79,53,54,78,75,82,74,74,71,11,6,70+2,70+2,70+2,75,74,74,74,75,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,72+2,70+2,66+2,66+2,66+2,70+2,16+2
220814,l.hernandez,Lucas Hernández,28,2/14/1996,183,76,24,2,9/22/2023,CB,84,84,45000000,Paris Saint-Germain,French Ligue 1,France,Left,2,54,70,65,84,78,78,53,82,66,65,66,73,74,69,77,63,62,63,83,85,5,6,66+2,66+2,66+2,62,63,63,63,62,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,74+2,76+2,76+2,76+2,74+2,77+2,83+2,83+2,83+2,77+2,18+2
220834,m.asensio,Marco Asensio,28,1/21/1996,178,69,24,2,9/22/2023,RW,83,83,20000000,Paris Saint-Germain,French Ligue 1,Spain,Left,4,81,81,83,43,63,81,77,57,80,83,80,87,83,80,81,82,80,80,45,42,5,6,81+2,81+2,81+2,84,84,84,84,84,85,85,85,84+1,78+2,78+2,78+2,84+1,63+2,62+2,62+2,62+2,63+2,58+2,52+2,52+2,52+2,58+2,14+2
221284,j.gradit,Jonathan Gradit,31,11/24/1992,180,77,24,2,9/22/2023,CB,78,78,5000000,Lens,French Ligue 1,France,Right,2,29,63,68,78,79,63,19,74,62,68,62,71,72,64,74,59,54,60,77,80,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
221342,p.maffeo,Pablo Maffeo,26,7/12/1997,173,68,24,2,9/22/2023,RWB,78,79,6000000,Mallorca,Spanish La Liga,Spain,Right,3,52,70,80,75,69,77,53,70,67,80,67,80,85,75,75,68,67,64,71,81,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
221479,d.calvertlewin,Dominic Calvert-Lewin,27,3/16/1997,189,63,24,2,9/22/2023,ST,77,78,22000000,Everton,English Premier League,England,Right,3,75,64,71,39,76,65,77,88,64,71,64,77,69,66,71,47,77,64,35,31,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
221697,o.watkins,Ollie Watkins,28,12/30/1995,180,69,24,2,9/22/2023,ST,80,80,65000000,Aston Villa,English Premier League,England,Right,3,79,68,76,46,75,67,84,81,71,76,71,74,77,79,72,59,82,74,44,46,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
222104,t.adarabioyo,Tosin Adarabioyo,26,9/24/1997,196,79,24,2,9/22/2023,CB,77,78,15000000,Fulham,English Premier League,England,Right,2,31,57,56,77,77,38,30,73,54,56,54,72,66,51,73,74,28,51,74,80,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
222331,l.klostermann,Lukas Klostermann,27,6/3/1996,189,83,24,2,9/22/2023,CB,79,80,8000000,RB Leipzig,German Bundesliga,Germany,Right,2,50,64,71,81,77,72,55,77,60,71,60,73,80,63,74,63,68,55,80,81,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
222492,l.sane,Leroy Sané,28,1/11/1996,184,73,24,2,9/22/2023,RM,84,84,70000000,Bayern Munich,German Bundesliga,Germany,Left,4,81,80,86,38,68,81,80,72,80,86,80,85,88,87,82,70,81,79,34,32,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
222501,t.castagne,Timothy Castagne,28,12/5/1995,180,79,24,2,9/22/2023,RB,77,77,17000000,Fulham,English Premier League,Belgium,Right,3,56,71,76,74,71,77,56,69,70,76,70,77,71,68,75,70,76,69,77,74,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
222509,d.ceballos,Dani Ceballos,27,8/7/1996,176,64,24,2,9/22/2023,CM,79,80,8000000,Real Madrid,Spanish La Liga,Spain,Right,4,71,78,83,70,67,74,68,41,78,83,78,84,69,79,82,79,78,79,78,71,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
222558,r.karsdorp,Rick Karsdorp,29,2/11/1995,184,79,24,2,9/22/2023,RM,78,78,7000000,Roma,Italian Serie A,Netherlands,Right,3,63,75,77,76,79,78,53,70,72,77,72,83,76,70,79,76,77,70,77,78,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
222665,m.odegaard,Martin Ødegaard,25,12/17/1998,179,68,24,2,9/22/2023,CAM,87,88,95000000,Arsenal,English Premier League,Norway,Left,5,81,88,86,61,64,85,82,55,88,86,88,89,74,85,90,87,83,89,66,55,8,14,82+3,82+3,82+3,85,85,85,85,85,87+1,87+1,87+1,86+2,88,88,88,86+2,79+3,81+3,81+3,81+3,79+3,77+3,73+3,73+3,73+3,77+3,21+3
223197,e.unal,Enes Ünal,26,5/10/1997,185,74,24,2,9/22/2023,ST,82,83,20000000,Bournemouth,English Premier League,Turkey,Right,3,84,70,83,40,80,60,87,81,70,83,70,82,73,81,78,62,80,70,29,43,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
223273,m.pasalic,Mario Pašali?,29,2/9/1995,188,82,24,2,9/22/2023,CAM,80,80,13000000,Atalanta,Italian Serie A,Croatia,Right,4,78,76,82,67,77,68,80,65,76,82,76,86,72,74,81,79,84,77,72,72,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
223671,s.posch,Stefan Posch,26,5/14/1997,187,83,24,2,9/22/2023,RB,77,78,14000000,Bologna,Italian Serie A,Austria,Right,2,29,58,34,81,75,60,23,81,47,34,47,54,76,46,74,63,36,36,82,82,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
223710,v.muriqi,Vedat Muriqi,30,4/24/1994,194,76,24,2,9/22/2023,ST,80,80,15000000,Mallorca,Spanish La Liga,Kosovo,Left,3,82,63,77,29,82,35,84,84,64,77,64,83,43,42,78,64,81,66,18,25,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
223790,s.becker,Sheraldo Becker,29,2/9/1995,180,74,24,2,9/22/2023,ST,78,78,10000000,Real Sociedad,Spanish La Liga,Suriname,Right,3,76,70,80,35,69,74,79,65,68,80,68,78,93,78,74,69,78,66,45,32,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
224081,k.phillips,Kalvin Phillips,28,12/2/1995,177,68,24,2,9/22/2023,CDM,79,79,28000000,West Ham United,English Premier League,England,Right,3,65,76,72,77,76,70,62,63,75,72,75,79,69,72,81,80,66,74,76,80,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
224158,s.amrabat,Sofyan Amrabat,27,8/21/1996,173,69,24,2,9/22/2023,CDM,80,81,22000000,Manchester United,English Premier League,Morocco,Right,3,71,77,78,74,80,68,70,61,78,78,78,84,69,64,84,77,70,78,74,78,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
224221,j.andersen,Joachim Andersen,27,5/31/1996,190,74,24,2,9/22/2023,CB,78,79,35000000,Crystal Palace,English Premier League,Denmark,Right,2,50,70,64,78,81,49,40,77,68,64,68,75,50,47,79,87,45,67,78,78,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
224309,j.jordan,Joan Jordán,29,7/6/1994,184,73,24,2,9/22/2023,CM,80,80,4000000,Sevilla,Spanish La Liga,Spain,Right,3,76,79,79,70,75,70,76,47,80,79,80,80,53,65,81,81,76,81,76,79,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
224334,m.acuna,Marcos Acuña,32,10/28/1991,172,73,24,2,9/22/2023,LB,85,85,5000000,Sevilla,Spanish La Liga,Argentina,Left,3,74,83,82,81,84,86,66,61,82,82,82,84,76,83,84,77,80,82,81,85,7,14,72+3,72+3,72+3,79,78,78,78,79,79+3,79+3,79+3,81+3,81+3,81+3,81+3,81+3,84+2,82+3,82+3,82+3,84+2,83+3,79+3,79+3,79+3,83+3,18+3
224371,j.bowen,Jarrod Bowen,27,12/20/1996,178,69,24,2,9/22/2023,RM,79,80,50000000,West Ham United,English Premier League,England,Left,4,77,74,80,44,66,77,80,64,74,80,74,81,79,77,76,67,79,74,37,40,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
224411,g.guedes,Gonçalo Guedes,27,11/29/1996,178,68,24,2,9/22/2023,ST,79,80,18000000,Villarreal,Spanish La Liga,Portugal,Right,4,81,73,83,38,70,80,80,74,74,83,74,82,85,84,70,69,76,76,50,34,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
224425,m.wolf,Marius Wolf,28,5/27/1995,187,81,24,2,9/22/2023,RB,78,78,5000000,Dortmund,German Bundesliga,Germany,Right,3,71,73,77,72,79,80,73,64,72,77,72,75,78,67,74,64,76,72,72,75,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
225085,j.bamba,Jonathan Bamba,28,3/26/1996,175,72,24,2,9/22/2023,LM,77,77,10000000,Celta Vigo,Spanish La Liga,CÃ´te d'Ivoire,Right,4,73,73,80,39,67,75,70,61,74,80,74,78,84,81,74,66,73,75,36,39,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
225100,j.gomez,Joe Gomez,26,5/23/1997,188,77,24,2,9/22/2023,CB,79,80,25000000,Liverpool,English Premier League,England,Right,3,27,68,69,79,77,71,20,74,65,69,65,74,75,63,78,68,51,62,79,81,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
225126,e.skhiri,Ellyes Skhiri,28,5/10/1995,184,68,24,2,9/22/2023,CDM,81,81,13000000,Eintracht Frankfurt,German Bundesliga,Tunisia,Right,3,73,74,76,80,76,67,76,75,72,76,72,77,65,74,79,83,75,71,86,79,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
225193,m.merino,Mikel Merino,27,6/22/1996,188,78,24,2,9/22/2023,CM,84,85,50000000,Real Sociedad,Spanish La Liga,Spain,Left,3,78,82,83,83,82,77,79,87,82,83,82,85,72,74,86,84,81,83,85,84,13,14,73+2,73+2,73+2,79,79,79,79,79,81+2,81+2,81+2,80+2,84,84,84,80+2,80+2,82+2,82+2,82+2,80+2,79+2,76+2,76+2,76+2,79+2,19+2
225201,a.berenguer,Álex Berenguer,28,7/4/1995,175,68,24,2,9/22/2023,LM,80,80,12000000,Athletic Club,Spanish La Liga,Spain,Right,3,75,76,82,64,66,76,77,58,78,82,78,81,85,87,77,70,77,80,65,65,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
225375,k.laimer,Konrad Laimer,26,5/27/1997,179,68,24,2,9/22/2023,CDM,83,84,28000000,Bayern Munich,German Bundesliga,Austria,Right,3,69,77,77,81,79,78,69,69,78,77,78,78,82,76,81,77,73,78,86,81,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
225659,g.rodriguez,Guido Rodríguez,30,4/12/1994,185,78,24,2,9/22/2023,CDM,83,83,24000000,Real Betis,Spanish La Liga,Argentina,Right,2,58,72,72,85,80,59,43,74,72,72,72,76,55,47,82,75,68,73,86,88,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
226161,m.llorente,Marcos Llorente,29,1/30/1995,182,71,24,2,9/22/2023,RM,84,84,30000000,AtlÃ©tico Madrid,Spanish La Liga,Spain,Right,3,78,79,80,78,81,76,79,67,80,80,80,80,87,83,82,80,82,81,81,79,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
226166,n.mukiele,Nordi Mukiele,26,11/1/1997,185,73,24,2,9/22/2023,RB,79,80,10000000,Paris Saint-Germain,French Ligue 1,France,Right,3,49,68,72,80,80,71,40,72,66,72,66,74,76,67,72,70,60,64,81,83,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
226221,a.elustondo,Aritz Elustondo,30,3/28/1994,178,72,24,2,9/22/2023,CB,80,80,9000000,Real Sociedad,Spanish La Liga,Spain,Right,2,39,64,48,80,77,72,35,80,48,48,48,77,60,58,81,65,38,32,82,79,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
226226,g.locelso,Giovani Lo Celso,28,4/9/1996,175,68,24,2,9/22/2023,CAM,81,81,16000000,Tottenham Hotspur,English Premier League,Argentina,Left,4,75,83,85,68,73,78,73,62,84,85,84,85,72,81,84,83,75,85,70,73,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
226456,p.fornals,Pablo Fornals,28,2/22/1996,178,67,24,2,9/22/2023,LM,77,77,17000000,Real Betis,Spanish La Liga,Spain,Right,4,71,78,76,69,71,77,66,50,78,76,78,81,68,76,80,76,76,79,72,72,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
226491,k.tierney,Kieran Tierney,26,6/5/1997,178,69,24,2,9/22/2023,LB,80,81,12000000,Real Sociedad,Spanish La Liga,Scotland,Left,3,60,75,79,76,75,83,52,59,74,79,74,77,78,74,78,68,75,74,77,79,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
226710,g.scamacca,Gianluca Scamacca,25,1/1/1999,195,86,24,2,9/22/2023,ST,78,79,25000000,Atalanta,Italian Serie A,Italy,Right,4,78,66,74,36,74,44,80,82,68,74,68,79,61,61,74,68,81,70,26,28,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
226754,i.bennacer,Ismaël Bennacer,26,12/1/1997,175,69,24,2,9/22/2023,CDM,84,85,35000000,Milan,Italian Serie A,Algeria,Left,4,72,81,86,79,78,74,67,62,81,86,81,85,84,87,85,83,75,81,83,83,5,9,71+3,71+3,71+3,71,73,73,73,71,75+3,75+3,75+3,74+3,80+3,80+3,80+3,74+3,79+3,83+3,83+3,83+3,79+3,79+3,82+3,82+3,82+3,79+3,17+3
226851,b.pavard,Benjamin Pavard,28,3/28/1996,182,64,24,2,9/22/2023,CB,83,83,50000000,Internazionale,Italian Serie A,France,Right,3,62,73,68,85,78,75,49,84,70,68,70,77,68,66,79,78,60,66,86,86,6,8,60+2,60+2,60+2,56,58,58,58,56,58+2,58+2,58+2,60+2,66+2,66+2,66+2,60+2,73+2,78+2,78+2,78+2,73+2,75+2,83+2,83+2,83+2,75+2,18+2
227174,m.cash,Matty Cash,26,8/7/1997,185,76,24,2,9/22/2023,RB,79,80,28000000,Aston Villa,English Premier League,Poland,Right,3,66,71,75,74,75,77,66,49,68,75,68,74,79,78,73,71,71,66,76,77,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
227535,r.bentancur,Rodrigo Bentancur,26,6/25/1997,185,73,24,2,9/22/2023,CM,82,83,35000000,Tottenham Hotspur,English Premier League,Uruguay,Right,4,67,81,85,79,77,76,66,65,82,85,82,85,70,70,85,83,72,83,82,83,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
227678,e.konsa,Ezri Konsa,26,10/23/1997,183,77,24,2,9/22/2023,CB,79,80,35000000,Aston Villa,English Premier League,England,Right,2,39,62,70,80,76,51,34,78,60,70,60,74,71,63,74,72,50,58,79,80,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
227796,c.pulisic,Christian Pulisic,25,9/18/1998,172,68,24,2,9/22/2023,LW,79,80,32000000,Milan,Italian Serie A,United States,Right,4,71,73,86,37,55,74,73,50,76,86,76,83,88,87,77,59,78,78,33,32,8,7,79+2,79+2,79+2,82,82,82,82,82,82,82,82,81+1,78+2,78+2,78+2,81+1,71+2,69+2,69+2,69+2,71+2,69+2,63+2,63+2,63+2,69+2,19+2
227813,o.zinchenko,Oleksandr Zinchenko,27,12/15/1996,175,60,24,2,9/22/2023,LB,80,81,42000000,Arsenal,English Premier League,Ukraine,Left,3,66,83,83,78,69,83,58,70,82,83,82,85,72,78,86,83,77,82,79,81,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
227928,n.semedo,Nélson Semedo,30,11/16/1993,177,64,24,2,9/22/2023,RB,78,78,12000000,Wolverhampton Wanderers,English Premier League,Portugal,Right,4,57,69,78,74,74,75,50,58,66,78,66,80,82,80,75,65,72,64,76,78,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
228093,m.thuram,Marcus Thuram,26,8/6/1997,189,78,24,2,9/22/2023,ST,79,80,60000000,Internazionale,Italian Serie A,France,Right,3,77,71,83,48,76,74,77,78,74,83,74,74,77,76,74,62,80,76,50,49,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
228618,f.mendy,Ferland Mendy,28,6/8/1995,178,73,24,2,9/22/2023,LB,82,82,20000000,Real Madrid,Spanish La Liga,France,Left,4,64,76,76,77,86,77,63,72,76,76,76,75,91,81,81,78,80,75,78,79,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
228708,l.martinezquarta,Lucas Martínez Quarta,27,5/10/1996,181,74,24,2,9/22/2023,CB,77,78,14000000,Fiorentina,Italian Serie A,Argentina,Right,3,56,69,68,76,79,64,50,80,68,68,68,72,56,73,76,74,52,68,75,79,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
228813,a.garcia,Aleix García,26,6/28/1997,173,60,24,2,9/22/2023,CM,80,81,25000000,Girona,Spanish La Liga,Spain,Right,3,74,81,80,71,66,80,74,51,81,80,81,82,65,74,83,80,78,81,77,76,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
228941,a.silva,André Silva,28,11/6/1995,185,74,24,2,9/22/2023,ST,80,80,7500000,Real Sociedad,Spanish La Liga,Portugal,Right,4,80,70,80,46,77,60,79,83,72,80,72,83,76,77,79,63,82,74,59,40,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
229237,m.akanji,Manuel Akanji,28,7/19/1995,187,84,24,2,9/22/2023,CB,82,82,42000000,Manchester City,English Premier League,Switzerland,Right,2,48,70,71,83,78,55,38,79,68,71,68,75,75,66,82,80,37,65,82,85,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
229261,d.zakaria,Denis Zakaria,27,11/20/1996,191,76,24,2,9/22/2023,CDM,79,80,25000000,Monaco,French Ligue 1,Switzerland,Right,3,63,72,78,78,84,68,62,67,72,78,72,77,72,67,79,74,65,71,77,81,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
229391,j.palhinha,João Palhinha,28,7/9/1995,190,77,24,2,9/22/2023,CDM,83,83,55000000,Fulham,English Premier League,Portugal,Right,2,67,71,77,84,89,59,64,78,71,77,71,80,58,63,78,79,68,71,81,87,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
229558,d.upamecano,Dayot Upamecano,25,10/27/1998,188,78,24,2,9/22/2023,CB,82,83,50000000,Bayern Munich,German Bundesliga,France,Right,3,45,63,71,81,83,48,39,80,60,71,60,75,76,66,77,76,47,58,79,84,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
229668,m.hermoso,Mario Hermoso,28,6/18/1995,181,68,24,2,9/22/2023,CB,82,82,25000000,AtlÃ©tico Madrid,Spanish La Liga,Spain,Left,2,49,74,67,82,79,71,42,83,70,67,70,76,71,70,81,80,63,66,81,83,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
229880,a.wanbissaka,Aaron Wan-Bissaka,26,11/26/1997,182,72,24,2,9/22/2023,RB,80,81,20000000,Manchester United,English Premier League,England,Right,3,50,68,80,77,71,70,44,50,66,80,66,73,78,80,75,58,70,65,83,82,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
229891,j.ryerson,Julian Ryerson,26,11/17/1997,183,83,24,2,9/22/2023,LB,77,78,15000000,Dortmund,German Bundesliga,Norway,Right,2,60,68,77,73,80,75,57,57,65,77,65,74,75,75,74,67,62,62,73,73,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
